line_name,stop_id,stop_line_idx,stop_name
31,8579231,1.0,"St-Sulpice VD, Venoge sud"
31,8588156,2.5,"St-Sulpice VD, Laviau"
31,8588155,2.5,"St-Sulpice VD, Chantres"
31,8588158,4.0,"St-Sulpice VD, centre"
31,8588157,5.0,"St-Sulpice VD, Bochet"
31,8592226,6.0,"St-Sulpice VD, Russel"
31,8592227,7.0,"St-Sulpice VD, Pâqueret"
31,8591944,8.0,"Ecublens VD, Argand"
31,8501213,9.0,"Ecublens VD, UNIL-Sorge"
31,8594987,10.0,"Chavannes-R., Mouline"
31,8594986,11.0,"Chavannes-R., Berges"
31,8507227,12.5,"Chavannes-R., Cèdres"
31,8593867,12.5,"Chavannes-R., Plaine"
31,8591933,14.5,"Chavannes-R., Planta"
31,8593868,14.5,"Chavannes-R., Concorde"
31,8593869,16.0,"Chavannes-R., Glycines"
31,8588983,17.0,"Renens VD, gare sud"
