line_name,stop_id,stop_line_idx,stop_name
84,8579256,1.0,"Pully, Val-Vert"
84,8588434,2.0,"Pully, Rosiaz"
84,8592023,3.0,"Lausanne, Coudrette"
84,8588432,4.0,"Lausanne, Chailly-Village"
84,8579255,5.0,"Lausanne, Pont-de-Chailly"
84,8592042,6.0,"Lausanne, Fauconnières"
84,8588431,7.0,"Lausanne, Béthusy"
84,8579237,8.0,"Lausanne, Ours"
84,8589522,9.0,"Lausanne, place du Nord"
84,8504176,10.0,"Lausanne, Tunnel"
84,8590442,11.0,"Lausanne, Riponne-M. Béjart"
84,8591988,12.0,"Lausanne, Bel-Air"
84,8592010,13.5,"Lausanne, Chauderon"
84,8592001,13.5,"Lausanne, Boston"
84,8592119,15.0,"Lausanne, St-Paul"
84,8592078,16.5,"Lausanne, Montétan"
84,8592124,16.5,"Lausanne, Valency"
84,8592181,18.0,"Prilly, Huttins"
84,8592173,19.5,"Prilly, centre"
84,8592192,19.5,"Prilly, Perréaz"
84,8592178,21.0,"Prilly, église"
