line_name,stop_id,stop_line_idx,stop_name
4,8592043,1.0,"Lausanne, Faverges"
4,8592012,2.0,"Lausanne, chemin du Cap"
4,8591999,3.0,"Lausanne, Bonne-Espérance"
4,8591981,4.0,"Lausanne, avenue du Léman"
4,8592038,5.0,"Lausanne, Eglantine"
4,8592051,6.0,"Lausanne, Georgette"
4,8579254,7.0,"Lausanne, St-François"
4,8591988,8.0,"Lausanne, Bel-Air"
4,8592010,9.0,"Lausanne, Chauderon"
4,8592001,10.0,"Lausanne, Boston"
4,8592119,11.0,"Lausanne, St-Paul"
4,8592078,12.0,"Lausanne, Montétan"
4,8592124,13.0,"Lausanne, Valency"
4,8592181,14.5,"Prilly, Huttins"
4,8592173,14.5,"Prilly, centre"
4,8592175,16.0,"Prilly, Chasseur"
4,8592187,17.5,"Prilly, Mont-Goulin"
4,8592176,17.5,"Prilly, Coudraie"
4,8592176,19.0,"Prilly, Coudraie"
