line_name,stop_id,stop_line_idx,stop_name
21,8592168,1.0,"Paudex, Verrière"
21,8592199,2.0,"Pully, Vignes"
21,8588440,3.5,"Pully, Somais"
21,8588439,3.5,"Pully, port"
21,8592198,5.5,"Pully, Verney"
21,8588441,5.5,"Pully, Châtaignier"
21,8592197,7.5,"Pully, Tour Haldimand"
21,8592170,7.5,"Pully, Bourdonnière"
21,8592029,9.0,"Lausanne, Denantou"
21,8592084,10.0,"Lausanne, Musée Olympique"
21,8592077,11.0,"Lausanne, Montchoisi"
21,8592062,12.0,"Lausanne, Jurigoz"
21,8591979,13.0,"Lausanne, Alpes"
21,8592051,14.0,"Lausanne, Georgette"
21,8589523,15.0,"Lausanne, Bessières"
21,8510575,16.0,"Lausanne, César-Roux"
21,8504176,17.0,"Lausanne, Tunnel"
21,8590442,18.0,"Lausanne, Riponne-M. Béjart"
21,8592125,19.0,"Lausanne, Valentin"
21,8592135,20.0,"Lausanne, Vinet"
21,8592060,21.0,"Lausanne, Beaulieu-Jomini"
21,8591984,22.0,"Lausanne, Beaulieu"
21,8592104,23.0,"Lausanne, Presbytère"
21,8591992,24.0,"Lausanne, Bergières"
21,8591998,25.0,"Lausanne, Boisy"
21,8591987,26.0,"Lausanne, Beau-Site"
21,8592056,27.0,"Lausanne, Grattapaille"
21,8592000,28.0,"Lausanne, Bossons"
21,8591994,29.0,"Lausanne, Blécherette"
