stop_id,day_of_week,arrival_delay,departure_delay,stop_name
8501209,0,16.5,42.0,"Lausanne, Malley"
8501209,1,29.0,56.0,"Lausanne, Malley"
8501209,2,28.0,56.0,"Lausanne, Malley"
8501209,3,31.0,57.0,"Lausanne, Malley"
8501209,4,28.0,56.0,"Lausanne, Malley"
8501209,5,48.0,71.5,"Lausanne, Malley"
8501209,6,18.0,38.0,"Lausanne, Malley"
8501218,0,56.0,70.0,"Ecublens VD, Epenex"
8501218,1,62.0,74.0,"Ecublens VD, Epenex"
8501218,2,60.0,71.0,"Ecublens VD, Epenex"
8501218,3,68.0,79.0,"Ecublens VD, Epenex"
8501218,4,66.0,79.0,"Ecublens VD, Epenex"
8501218,5,65.0,75.0,"Ecublens VD, Epenex"
8501218,6,64.0,72.0,"Ecublens VD, Epenex"
8510721,0,44.0,57.0,"Ecublens VD, Epenex/Pont-Bleu"
8510721,1,53.0,66.0,"Ecublens VD, Epenex/Pont-Bleu"
8510721,2,48.0,61.0,"Ecublens VD, Epenex/Pont-Bleu"
8510721,3,52.0,65.0,"Ecublens VD, Epenex/Pont-Bleu"
8510721,4,53.0,67.0,"Ecublens VD, Epenex/Pont-Bleu"
8510721,5,54.5,65.0,"Ecublens VD, Epenex/Pont-Bleu"
8510721,6,54.0,61.0,"Ecublens VD, Epenex/Pont-Bleu"
8588873,0,14.0,27.0,"Ecublens VD, Pontet"
8588873,1,21.0,33.0,"Ecublens VD, Pontet"
8588873,2,19.0,31.0,"Ecublens VD, Pontet"
8588873,3,23.0,36.0,"Ecublens VD, Pontet"
8588873,4,23.0,36.0,"Ecublens VD, Pontet"
8588873,5,26.0,36.0,"Ecublens VD, Pontet"
8588873,6,13.0,21.0,"Ecublens VD, Pontet"
8588983,0,9.0,39.0,"Renens VD, gare sud"
8588983,1,15.0,45.0,"Renens VD, gare sud"
8588983,2,11.0,43.0,"Renens VD, gare sud"
8588983,3,17.0,47.0,"Renens VD, gare sud"
8588983,4,16.0,46.0,"Renens VD, gare sud"
8588983,5,23.0,53.0,"Renens VD, gare sud"
8588983,6,18.0,46.0,"Renens VD, gare sud"
8591948,0,14.0,34.0,"Ecublens VD, Croset"
8591948,1,21.0,40.0,"Ecublens VD, Croset"
8591948,2,19.0,38.0,"Ecublens VD, Croset"
8591948,3,24.0,45.0,"Ecublens VD, Croset"
8591948,4,23.0,44.0,"Ecublens VD, Croset"
8591948,5,32.0,50.0,"Ecublens VD, Croset"
8591948,6,24.0,33.0,"Ecublens VD, Croset"
8591949,0,89.0,94.0,"Ecublens VD, En Enjalin"
8591949,1,93.0,100.0,"Ecublens VD, En Enjalin"
8591949,2,92.0,98.0,"Ecublens VD, En Enjalin"
8591949,3,95.0,102.0,"Ecublens VD, En Enjalin"
8591949,4,94.0,101.0,"Ecublens VD, En Enjalin"
8591949,5,91.0,94.0,"Ecublens VD, En Enjalin"
8591949,6,74.0,78.0,"Ecublens VD, En Enjalin"
8591953,0,56.0,74.0,"Ecublens VD, Parc"
8591953,1,62.0,78.0,"Ecublens VD, Parc"
8591953,2,60.0,76.0,"Ecublens VD, Parc"
8591953,3,64.0,83.0,"Ecublens VD, Parc"
8591953,4,64.0,82.0,"Ecublens VD, Parc"
