line_name,stop_id,stop_line_idx,stop_name
19,8588839,1.0,"Renens VD, 14 Avril"
19,8592202,2.0,"Renens VD, Avenir"
19,8592213,3.0,"Renens VD, Hôtel-de-Ville"
19,8592221,4.0,"Renens VD, Sous l'Eglise"
19,8592223,5.0,"Renens VD, village"
19,8592217,6.0,"Renens VD, Perrelet"
19,8592049,7.0,"Prilly, Galicien"
19,8592103,8.0,"Lausanne, Prélaz-les-Roses"
19,8592102,9.0,"Lausanne, Prélaz"
19,8592109,10.0,"Lausanne, Recordon"
19,8592001,11.0,"Lausanne, Boston"
19,8592010,12.0,"Lausanne, Chauderon"
19,8592011,13.0,"Lausanne, Chauderon-Ale"
19,8592010,14.0,"Lausanne, Chauderon"
