line_name,stop_id,stop_line_idx,stop_name
64,8587549,1.0,"Lausanne, Vulliette"
64,8592037,2.0,"Lausanne, Cojonnex/EHL"
64,8592070,3.0,"Lausanne, Mauvernay"
64,8587929,4.0,"Lausanne, Chalet-à-Gobet"
64,8592100,5.5,"Lausanne, Praz-Collet"
64,8592015,5.5,"Lausanne, Chevreuils"
64,8592073,7.5,"Lausanne, Molliettes"
64,8587548,7.5,"Lausanne, Vers-chez-les-Blanc"
64,8587547,9.0,"Lausanne, Chalet à Matthey"
64,8592058,10.0,"Lausanne, Haute Combe"
64,8587550,11.0,"Montblesson, Perronnaz"
64,8591970,12.0,"Epalinges, Pré-d'Yverdon"
64,8589525,13.0,"Epalinges, Planches"
64,8579239,14.0,"Epalinges, Croisettes"
