line_name,stop_id,stop_line_idx,stop_name
2,8593838,1.0,"Lausanne, Maladière-Lac"
2,8592121,2.0,"Lausanne, Théâtre de Vidy"
2,8592090,3.5,"Lausanne, Pêcheurs"
2,8591989,3.5,"Lausanne, Bellerive"
2,8592086,5.0,"Lausanne, Ouchy-Olympique"
2,8591986,6.0,"Lausanne, Beau-Rivage"
2,8592061,7.0,"Lausanne, Jordils"
2,8592026,8.0,"Lausanne, Croix d'Ouchy"
2,8592079,9.0,"Lausanne, Mont-Fleuri"
2,8592020,10.0,"Lausanne, Closelet"
2,8592072,11.0,"Lausanne, Mirabeau"
2,8592051,12.0,"Lausanne, Georgette"
2,8579254,13.0,"Lausanne, St-François"
2,8591988,14.0,"Lausanne, Bel-Air"
2,8590442,15.0,"Lausanne, Riponne-M. Béjart"
2,8592125,16.0,"Lausanne, Valentin"
2,8592135,17.5,"Lausanne, Vinet"
2,8592135,17.5,"Lausanne, Vinet"
2,8592060,20.5,"Lausanne, Beaulieu-Jomini"
2,8592060,20.5,"Lausanne, Beaulieu-Jomini"
2,8591984,20.5,"Lausanne, Beaulieu"
2,8591984,20.5,"Lausanne, Beaulieu"
2,8592104,23.5,"Lausanne, Presbytère"
2,8592104,23.5,"Lausanne, Presbytère"
2,8591992,25.5,"Lausanne, Bergières"
2,8591992,25.5,"Lausanne, Bergières"
2,8592057,27.5,"Lausanne, Grey"
2,8592057,27.5,"Lausanne, Grey"
2,8592094,29.5,"Lausanne, Pierrefleur"
2,8592094,29.5,"Lausanne, Pierrefleur"
2,8592087,31.5,"Lausanne, Parc Rivier"
2,8592087,31.5,"Lausanne, Parc Rivier"
2,8592030,33.5,"Lausanne, Désert"
2,8592030,33.5,"Lausanne, Désert"
