line_name,stop_id,stop_line_idx,stop_name
87,8592030,1.0,"Lausanne, Désert"
87,8592087,2.0,"Lausanne, Parc Rivier"
87,8592057,3.5,"Lausanne, Grey"
87,8592094,3.5,"Lausanne, Pierrefleur"
87,8591998,5.0,"Lausanne, Boisy"
87,8592104,6.5,"Lausanne, Presbytère"
87,8591992,6.5,"Lausanne, Bergières"
87,8591984,8.0,"Lausanne, Beaulieu"
87,8592060,9.0,"Lausanne, Beaulieu-Jomini"
87,8592135,10.0,"Lausanne, Vinet"
87,8592125,11.0,"Lausanne, Valentin"
87,8592113,12.0,"Lausanne, rue Neuve"
87,8590442,13.0,"Lausanne, Riponne-M. Béjart"
