line_name,stop_id,stop_line_idx,stop_name
1,8592068,1.0,"Lausanne, Maladière"
1,8592080,2.0,"Lausanne, Montoie"
1,8591983,3.0,"Lausanne, Batelière"
1,8592110,4.0,"Lausanne, Riant-Cour"
1,8592005,5.0,"Lausanne, Cèdres"
1,8591985,6.0,"Lausanne, jardin botanique"
1,8592024,7.0,"Lausanne, Cour"
1,8592027,8.0,"Lausanne, Dapples"
1,8592040,9.0,"Lausanne, Epinettes"
1,8592050,10.0,"Lausanne, gare"
1,8592072,11.0,"Lausanne, Mirabeau"
1,8592051,12.0,"Lausanne, Georgette"
1,8589523,13.0,"Lausanne, Bessières"
1,8510575,14.0,"Lausanne, César-Roux"
1,8504176,15.0,"Lausanne, Tunnel"
1,8590442,16.0,"Lausanne, Riponne-M. Béjart"
1,8592125,17.0,"Lausanne, Valentin"
1,8592034,18.0,"Lausanne, Druey-Collège"
1,8592085,19.0,"Lausanne, Oiseaux"
1,8592003,20.0,"Lausanne, casernes"
1,8592116,21.0,"Lausanne, Stade Olympique"
1,8592088,22.0,"Lausanne, Parc Vélodrome"
1,8591996,23.0,"Lausanne, Bois-Gentil"
1,8591994,24.0,"Lausanne, Blécherette"
