line_name,stop_id,stop_line_idx,stop_name
16,8592105,1.0,"Lausanne, Provence nord"
16,8593844,2.0,"Lausanne,Vallée de la Jeunesse"
16,8592106,3.0,"Lausanne, Provence sud"
16,8592021,4.0,"Lausanne, Cottages"
16,8501207,5.0,"Lausanne, Montelly"
16,8591990,6.0,"Lausanne, Belvédère"
16,8592122,7.0,"Lausanne, Tivoli"
16,8592010,8.0,"Lausanne, Chauderon"
16,8591988,9.0,"Lausanne, Bel-Air"
16,8590442,10.0,"Lausanne, Riponne-M. Béjart"
16,8591982,11.5,"Lausanne, Barre"
16,8504176,11.5,"Lausanne, Tunnel"
16,8592138,13.0,"Lausanne, Vulliemin"
16,8592091,14.0,"Lausanne, Petit Château"
16,8592059,15.5,"Lausanne, Hermitage"
16,8592067,15.5,"Lausanne, Lisière"
16,8592115,17.0,"Lausanne, Signal"
16,8592016,18.0,"Lausanne, Chocolatière"
16,8592063,19.0,"Lausanne, Lac Sauvabelin"
16,8592137,20.0,"Lausanne, Cascades"
16,8592066,21.0,"Lausanne, Libellules"
16,8592054,22.0,"Lausanne, Grand Vennes"
