line_name,stop_id,stop_line_idx,stop_name
88,8592176,1.0,"Prilly, Coudraie"
88,8592187,2.0,"Prilly, Mont-Goulin"
88,8592107,3.0,"Lausanne, Rapille"
88,8592032,4.5,"Lausanne, Dranse"
88,8591993,4.5,"Lausanne, Béthanie"
88,8592035,6.0,"Lausanne, Ecole Commerce"
88,8592120,7.0,"Lausanne, St-Roch"
88,8592011,8.0,"Lausanne, Chauderon-Ale"
88,8591988,9.0,"Lausanne, Bel-Air"
88,8592113,10.0,"Lausanne, rue Neuve"
88,8592125,11.0,"Lausanne, Valentin"
88,8592034,12.0,"Lausanne, Druey-Collège"
88,8592085,13.0,"Lausanne, Oiseaux"
88,8592076,14.5,"Lausanne, Mont-Blanc"
88,8592003,14.5,"Lausanne, casernes"
88,8592060,16.0,"Lausanne, Beaulieu-Jomini"
88,8591984,17.0,"Lausanne, Beaulieu"
88,8592104,18.0,"Lausanne, Presbytère"
88,8591992,19.0,"Lausanne, Bergières"
88,8591987,20.5,"Lausanne, Beau-Site"
88,8591998,20.5,"Lausanne, Boisy"
88,8592056,22.0,"Lausanne, Grattapaille"
88,8592000,23.0,"Lausanne, Bossons"
88,8591994,24.0,"Lausanne, Blécherette"
