line_name,stop_id,stop_line_idx,stop_name
8,8588445,1.5,"Pully, gare"
8,8588443,1.5,"Pully, Préau"
8,8592182,3.0,"Pully, Joliette"
8,8592172,4.0,"Pully, C. F. Ramuz"
8,8592193,5.0,"Pully, Pierraz-Portay"
8,8592186,6.0,"Pully, Métairie"
8,8592077,7.0,"Lausanne, Montchoisi"
8,8592062,8.0,"Lausanne, Jurigoz"
8,8591979,9.0,"Lausanne, Alpes"
8,8592050,10.0,"Lausanne, gare"
8,8592134,11.0,"Lausanne, Villard"
8,8592004,12.0,"Lausanne, Cécil"
8,8592010,13.0,"Lausanne, Chauderon"
8,8591988,14.0,"Lausanne, Bel-Air"
8,8590442,15.0,"Lausanne, Riponne-M. Béjart"
8,8504176,16.0,"Lausanne, Tunnel"
8,8592071,17.0,"Lausanne, Mémise"
8,8592053,18.0,"Lausanne, Grande-Borde"
8,8592132,19.0,"Lausanne, Vieux-Moulin"
8,8592111,20.0,"Lausanne, Rouvraie"
8,8592082,21.0,"Lausanne, Motte"
8,8592047,22.0,"Lausanne, Forêt"
8,8587357,23.0,"Lausanne, Bellevaux"
8,8592055,24.0,"Lausanne, Grangette"
8,8593249,25.0,"Le Mont-sur-L., Rionzi"
8,8592143,26.0,"Le Mont-sur-L., Martines"
8,8592140,27.0,"Le Mont-sur-L., Côtes"
8,8587853,28.0,"Le Mont-sur-L., Petit-Mont"
8,8593845,29.0,"Le Mont-sur-L., Coppoz-Poste"
8,8579235,30.0,"Le Mont-sur-L., Coppoz"
8,8504177,31.0,"Le Mont-sur-L., Grand-Mont"
