line_name,type,company,vehicle_id,timestamp,stop_name,lon,lat
IC5,Zug,SBB,85:11:1504:001,2022-11-09 06:49:30,Lausanne,6.6290924759666545,46.516788130312484
IR,Zug,SBB,85:11:1804:001,2022-11-09 06:11:35,Lausanne,6.6290924759666545,46.516788130312484
IR,Zug,SBB,85:11:1805:002,2022-11-09 05:29:00,Renens VD,6.578938168575626,46.53703826915346
IR,Zug,SBB,85:11:1805:002,2022-11-09 05:36:45,Lausanne,6.6290924759666545,46.516788130312484
RE,Zug,SBB,85:11:18452:003,2022-11-09 05:51:20,Lausanne,6.6290924759666545,46.516788130312484
RE,Zug,SBB,85:11:18452:003,2022-11-09 05:55:45,Renens VD,6.578938168575626,46.53703826915346
RE,Zug,SBB,85:11:18455:001,2022-11-09 06:01:30,Renens VD,6.578938168575626,46.53703826915346
RE,Zug,SBB,85:11:18455:001,2022-11-09 06:07:42,Lausanne,6.6290924759666545,46.516788130312484
IR,Zug,SBB,85:11:1904:001,2022-11-09 07:05:29,Lausanne,6.6290924759666545,46.516788130312484
S1,Zug,SBB,85:11:24111:001,2022-11-09 05:53:52,Vufflens-la-Ville,6.530761771669815,46.57624631972227
S1,Zug,SBB,85:11:24111:001,2022-11-09 05:57:11,Bussigny,6.55183182882155,46.5475891073928
S1,Zug,SBB,85:11:24111:001,2022-11-09 05:59:46,Renens VD,6.578938168575626,46.53703826915346
S1,Zug,SBB,85:11:24111:001,2022-11-09 06:02:03,Prilly-Malley,6.602628885254736,46.52668982155703
S1,Zug,SBB,85:11:24111:001,2022-11-09 06:05:16,Lausanne,6.6290924759666545,46.516788130312484
S4,Zug,SBB,85:11:24407:001,2022-11-09 05:04:18,Lausanne,6.6290924759666545,46.516788130312484
S4,Zug,SBB,85:11:24407:001,2022-11-09 05:07:13,Pully-Nord,6.657987464321825,46.51467868372711
S4,Zug,SBB,85:11:24407:001,2022-11-09 05:09:44,La Conversion,6.678325019744914,46.51308060275005
S5,Zug,SBB,85:11:24510:002,2022-11-09 05:30:18,Lausanne,6.6290924759666545,46.516788130312484
S5,Zug,SBB,85:11:24510:002,2022-11-09 05:35:38,Renens VD,6.578938168575626,46.53703826915346
S5,Zug,SBB,85:11:24510:002,2022-11-09 05:38:20,Bussigny,6.55183182882155,46.5475891073928
S5,Zug,SBB,85:11:24510:002,2022-11-09 05:41:42,Vufflens-la-Ville,6.530761771669815,46.57624631972227
IR15,Zug,SBB,85:11:2504:001,2022-11-09 06:17:31,Lausanne,6.6290924759666545,46.516788130312484
IR15,Zug,SBB,85:11:2509:001,2022-11-09 06:42:04,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30421:011,2022-11-09 11:17:45,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30509:013,2022-11-09 05:42:00,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30511:019,2022-11-09 06:15:08,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30513:024,2022-11-09 07:16:45,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30515:019,2022-11-09 08:17:16,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30517:026,2022-11-09 09:15:49,Lausanne,6.6290924759666545,46.516788130312484
IC5,Zug,SBB,85:11:30519:018,2022-11-09 10:17:06,Lausanne,6.6290924759666545,46.516788130312484
