stop_id,day_of_week,arrival_delay,departure_delay,stop_name
8501213,0,39.0,57.0,"Ecublens VD, UNIL-Sorge"
8501213,1,43.0,61.0,"Ecublens VD, UNIL-Sorge"
8501213,2,42.0,61.0,"Ecublens VD, UNIL-Sorge"
8501213,3,52.0,70.0,"Ecublens VD, UNIL-Sorge"
8501213,4,54.0,73.0,"Ecublens VD, UNIL-Sorge"
8501213,5,45.0,61.0,"Ecublens VD, UNIL-Sorge"
8501213,6,39.0,55.0,"Ecublens VD, UNIL-Sorge"
8507227,0,75.0,86.0,"Chavannes-R., Cèdres"
8507227,1,78.0,91.0,"Chavannes-R., Cèdres"
8507227,2,75.0,87.0,"Chavannes-R., Cèdres"
8507227,3,85.0,97.0,"Chavannes-R., Cèdres"
8507227,4,87.0,99.0,"Chavannes-R., Cèdres"
8507227,5,70.0,81.0,"Chavannes-R., Cèdres"
8507227,6,77.0,86.0,"Chavannes-R., Cèdres"
8579231,0,0.0,11.0,"St-Sulpice VD, Venoge sud"
8579231,1,0.0,10.0,"St-Sulpice VD, Venoge sud"
8579231,2,0.0,10.0,"St-Sulpice VD, Venoge sud"
8579231,3,0.0,12.0,"St-Sulpice VD, Venoge sud"
8579231,4,0.0,12.0,"St-Sulpice VD, Venoge sud"
8579231,5,0.0,11.0,"St-Sulpice VD, Venoge sud"
8579231,6,0.0,10.0,"St-Sulpice VD, Venoge sud"
8588155,0,60.0,70.0,"St-Sulpice VD, Chantres"
8588155,1,63.0,73.0,"St-Sulpice VD, Chantres"
8588155,2,62.0,71.0,"St-Sulpice VD, Chantres"
8588155,3,69.0,76.0,"St-Sulpice VD, Chantres"
8588155,4,71.0,80.0,"St-Sulpice VD, Chantres"
8588155,5,62.0,68.0,"St-Sulpice VD, Chantres"
8588155,6,58.0,62.0,"St-Sulpice VD, Chantres"
8588156,0,42.0,49.0,"St-Sulpice VD, Laviau"
8588156,1,41.5,49.0,"St-Sulpice VD, Laviau"
8588156,2,40.0,49.0,"St-Sulpice VD, Laviau"
8588156,3,45.0,56.0,"St-Sulpice VD, Laviau"
8588156,4,52.0,60.0,"St-Sulpice VD, Laviau"
8588156,5,44.0,51.0,"St-Sulpice VD, Laviau"
8588156,6,71.0,75.0,"St-Sulpice VD, Laviau"
8588157,0,54.0,66.0,"St-Sulpice VD, Bochet"
8588157,1,56.0,71.0,"St-Sulpice VD, Bochet"
8588157,2,56.0,69.0,"St-Sulpice VD, Bochet"
8588157,3,62.0,76.0,"St-Sulpice VD, Bochet"
8588157,4,66.0,80.0,"St-Sulpice VD, Bochet"
8588157,5,60.0,68.0,"St-Sulpice VD, Bochet"
8588157,6,64.0,72.0,"St-Sulpice VD, Bochet"
8588158,0,28.0,45.0,"St-Sulpice VD, centre"
8588158,1,31.0,47.0,"St-Sulpice VD, centre"
8588158,2,30.0,47.0,"St-Sulpice VD, centre"
8588158,3,36.0,53.0,"St-Sulpice VD, centre"
8588158,4,41.0,57.0,"St-Sulpice VD, centre"
8588158,5,35.0,49.0,"St-Sulpice VD, centre"
8588158,6,53.0,66.0,"St-Sulpice VD, centre"
8588983,0,0.0,6.0,"Renens VD, gare sud"
8588983,1,0.0,6.0,"Renens VD, gare sud"
8588983,2,0.0,5.0,"Renens VD, gare sud"
8588983,3,0.0,8.0,"Renens VD, gare sud"
8588983,4,0.0,6.0,"Renens VD, gare sud"
8588983,5,0.0,0.0,"Renens VD, gare sud"
8588983,6,0.0,6.0,"Renens VD, gare sud"
8591933,0,54.0,68.0,"Chavannes-R., Planta"
8591933,1,61.0,74.0,"Chavannes-R., Planta"
8591933,2,56.0,71.0,"Chavannes-R., Planta"
8591933,3,63.0,78.0,"Chavannes-R., Planta"
8591933,4,67.0,81.0,"Chavannes-R., Planta"
8591933,5,55.0,66.0,"Chavannes-R., Planta"
8591933,6,72.0,75.0,"Chavannes-R., Planta"
8591944,0,68.0,80.0,"Ecublens VD, Argand"
8591944,1,74.0,85.0,"Ecublens VD, Argand"
8591944,2,70.0,83.0,"Ecublens VD, Argand"
8591944,3,79.0,92.0,"Ecublens VD, Argand"
8591944,4,80.0,93.0,"Ecublens VD, Argand"
8591944,5,75.0,84.0,"Ecublens VD, Argand"
8591944,6,72.0,79.0,"Ecublens VD, Argand"
