stop_id,day_of_week,arrival_delay,departure_delay,stop_name
8505529,0,47.0,56.0,"Bussigny, St-Germain"
8505529,1,51.0,57.5,"Bussigny, St-Germain"
8505529,2,51.0,57.0,"Bussigny, St-Germain"
8505529,3,53.5,60.0,"Bussigny, St-Germain"
8505529,4,48.0,58.0,"Bussigny, St-Germain"
8581914,0,0.0,0.0,"Bussigny, gare"
8581914,1,0.0,0.0,"Bussigny, gare"
8581914,2,0.0,0.0,"Bussigny, gare"
8581914,3,0.0,0.0,"Bussigny, gare"
8581914,4,0.0,0.0,"Bussigny, gare"
8581918,0,47.0,55.0,"Bussigny, Grand-Record"
8581918,1,48.5,56.0,"Bussigny, Grand-Record"
8581918,2,51.5,58.0,"Bussigny, Grand-Record"
8581918,3,54.0,61.5,"Bussigny, Grand-Record"
8581918,4,48.0,56.0,"Bussigny, Grand-Record"
8583891,0,47.0,66.0,"Vufflens-Aclens, zone industr."
8583891,1,54.0,68.5,"Vufflens-Aclens, zone industr."
8583891,2,49.0,68.0,"Vufflens-Aclens, zone industr."
8583891,3,54.5,70.5,"Vufflens-Aclens, zone industr."
8583891,4,50.0,69.0,"Vufflens-Aclens, zone industr."
8593781,0,62.0,76.5,"Vufflens-la-Ville, église"
8593781,1,73.0,80.0,"Vufflens-la-Ville, église"
8593781,2,74.0,86.0,"Vufflens-la-Ville, église"
8593781,3,69.5,81.0,"Vufflens-la-Ville, église"
8593781,4,67.0,82.0,"Vufflens-la-Ville, église"
8593782,0,62.0,68.0,"Vufflens-la-Ville, gare"
8593782,1,69.5,79.5,"Vufflens-la-Ville, gare"
8593782,2,68.0,78.0,"Vufflens-la-Ville, gare"
8593782,3,59.5,71.0,"Vufflens-la-Ville, gare"
8593782,4,63.0,70.0,"Vufflens-la-Ville, gare"
8594270,0,0.0,0.0,"Mex VD, Faraz"
8594270,1,0.0,0.0,"Mex VD, Faraz"
8594270,2,0.0,0.0,"Mex VD, Faraz"
8594270,3,0.0,0.0,"Mex VD, Faraz"
8594270,4,0.0,0.0,"Mex VD, Faraz"
