stop_id,hour,size,stop_name,lon,lat
8501116,05,2,Vufflens-la-Ville,6.530761771669815,46.57624631972227
8501117,05,2,Bussigny,6.55183182882155,46.5475891073928
8501118,05,4,Renens VD,6.578938168575626,46.53703826915346
8501118,06,1,Renens VD,6.578938168575626,46.53703826915346
8501120,05,1,Lausanne,6.6290924759666545,46.516788130312484
8501120,06,6,Lausanne,6.6290924759666545,46.516788130312484
8501120,07,1,Lausanne,6.6290924759666545,46.516788130312484
8504000,05,1,Pully-Nord,6.657987464321825,46.51467868372711
8504010,05,1,La Conversion,6.678325019744914,46.51308060275005
8518452,06,1,Prilly-Malley,6.602628885254736,46.52668982155703
