stop_id,day_of_week,hour,activity
8501208,6.0,7.0,8.0
8501208,6.0,8.0,8.0
8501208,6.0,9.0,9.0
8501208,6.0,10.0,12.0
8501208,6.0,11.0,12.0
8501208,6.0,12.0,12.0
8501208,6.0,13.0,12.0
8501208,6.0,14.0,12.0
8501208,6.0,15.0,12.0
8501208,6.0,16.0,12.0
8501208,6.0,17.0,12.0
8501208,6.0,18.0,12.0
8501208,6.0,19.0,10.0
8501208,6.0,20.0,10.0
8501208,6.0,21.0,10.0
8501208,6.0,22.0,10.0
8501208,6.0,23.0,10.0
8501209,0.0,0.0,11.0
8501209,0.0,5.0,14.0
8501209,0.0,6.0,30.0
8501209,0.0,7.0,35.0
8501209,0.0,8.0,36.0
8501209,0.0,9.0,35.75
8501209,0.0,10.0,33.5
8501209,0.0,11.0,32.0
8501209,0.0,12.0,32.0
8501209,0.0,13.0,32.0
8501209,0.0,14.0,32.0
8501209,0.0,15.0,33.25
8501209,0.0,16.0,36.75
8501209,0.0,17.0,35.25
8501209,0.0,18.0,35.75
8501209,0.0,19.0,33.0
8501209,0.0,20.0,32.0
8501209,0.0,21.0,30.75
8501209,0.0,22.0,28.25
8501209,0.0,23.0,28.0
8501209,1.0,0.0,13.0
8501209,1.0,5.0,14.0
8501209,1.0,6.0,30.0
8501209,1.0,7.0,35.0
8501209,1.0,8.0,36.0
8501209,1.0,9.0,36.0
8501209,1.0,10.0,33.25
8501209,1.0,11.0,32.0
8501209,1.0,12.0,32.0
8501209,1.0,13.0,32.0
8501209,1.0,14.0,32.0
8501209,1.0,15.0,33.25
8501209,1.0,16.0,36.75
8501209,1.0,17.0,35.25
8501209,1.0,18.0,35.25
8501209,1.0,19.0,33.0
8501209,1.0,20.0,32.0
8501209,1.0,21.0,30.75
8501209,1.0,22.0,28.25
8501209,1.0,23.0,28.0
8501209,2.0,0.0,13.0
8501209,2.0,5.0,14.0
8501209,2.0,6.0,29.25
8501209,2.0,7.0,33.25
8501209,2.0,8.0,34.0
8501209,2.0,9.0,34.0
8501209,2.0,10.0,32.75
8501209,2.0,11.0,32.0
8501209,2.0,12.0,32.0
8501209,2.0,13.0,32.0
8501209,2.0,14.0,32.0
8501209,2.0,15.0,32.75
8501209,2.0,16.0,34.75
8501209,2.0,17.0,33.25
8501209,2.0,18.0,33.75
8501209,2.0,19.0,32.5
8501209,2.0,20.0,32.0
8501209,2.0,21.0,30.75
8501209,2.0,22.0,28.25
8501209,2.0,23.0,28.0
8501209,3.0,0.0,13.0
8501209,3.0,5.0,14.0
8501209,3.0,6.0,29.5
8501209,3.0,7.0,33.5
8501209,3.0,8.0,34.0
8501209,3.0,9.0,34.0
8501209,3.0,10.0,32.75
8501209,3.0,11.0,32.0
8501209,3.0,12.0,32.0
8501209,3.0,13.0,32.0
8501209,3.0,14.0,32.0
8501209,3.0,15.0,32.5
8501209,3.0,16.0,34.75
8501209,3.0,17.0,33.25
8501209,3.0,18.0,33.5
8501209,3.0,19.0,32.5
8501209,3.0,20.0,32.0
8501209,3.0,21.0,30.75
8501209,3.0,22.0,28.25
8501209,3.0,23.0,28.0
8501209,4.0,0.0,13.0
8501209,4.0,5.0,13.5
8501209,4.0,6.0,29.5
8501209,4.0,7.0,33.5
8501209,4.0,8.0,34.0
8501209,4.0,9.0,34.0
8501209,4.0,10.0,32.75
8501209,4.0,11.0,32.0
8501209,4.0,12.0,32.0
8501209,4.0,13.0,32.0
8501209,4.0,14.0,32.0
8501209,4.0,15.0,32.75
8501209,4.0,16.0,34.75
8501209,4.0,17.0,33.25
8501209,4.0,18.0,33.75
8501209,4.0,19.0,32.5
8501209,4.0,20.0,32.0
8501209,4.0,21.0,30.75
8501209,4.0,22.0,28.25
8501209,4.0,23.0,28.0
8501209,5.0,0.0,17.25
8501209,5.0,1.0,1.0
8501209,5.0,5.0,11.0
8501209,5.0,6.0,26.0
8501209,5.0,7.0,27.0
8501209,5.0,8.0,27.5
8501209,5.0,9.0,27.5
8501209,5.0,10.0,28.0
8501209,5.0,11.0,28.0
8501209,5.0,12.0,28.0
8501209,5.0,13.0,27.75
8501209,5.0,14.0,27.75
8501209,5.0,15.0,27.75
8501209,5.0,16.0,27.5
8501209,5.0,17.0,27.75
8501209,5.0,18.0,28.0
8501209,5.0,19.0,26.0
8501209,5.0,20.0,27.0
8501209,5.0,21.0,27.0
8501209,5.0,22.0,26.0
8501209,5.0,23.0,26.0
8501209,6.0,0.0,17.0
8501209,6.0,5.0,6.75
8501209,6.0,6.0,22.0
8501209,6.0,7.0,24.0
8501209,6.0,8.0,24.0
8501209,6.0,9.0,26.0
8501209,6.0,10.0,29.0
8501209,6.0,11.0,28.75
8501209,6.0,12.0,29.0
8501209,6.0,13.0,28.0
8501209,6.0,14.0,28.0
8501209,6.0,15.0,28.0
8501209,6.0,16.0,28.0
8501209,6.0,17.0,28.0
8501209,6.0,18.0,29.0
8501209,6.0,19.0,27.0
8501209,6.0,20.0,26.0
8501209,6.0,21.0,28.0
8501209,6.0,22.0,26.0
8501209,6.0,23.0,26.0
8501210,0.0,0.0,5.0
8501210,0.0,5.0,8.0
8501210,0.0,6.0,15.5
8501210,0.0,7.0,24.5
8501210,0.0,8.0,24.0
8501210,0.0,9.0,25.0
8501210,0.0,10.0,21.5
8501210,0.0,11.0,20.0
8501210,0.0,12.0,20.0
8501210,0.0,13.0,20.0
8501210,0.0,14.0,20.0
8501210,0.0,15.0,21.0
8501210,0.0,16.0,24.0
8501210,0.0,17.0,24.0
8501210,0.0,18.0,24.0
8501210,0.0,19.0,21.0
8501210,0.0,20.0,18.0
8501210,0.0,21.0,15.0
8501210,0.0,22.0,14.0
8501210,0.0,23.0,14.0
8501210,1.0,0.0,6.0
8501210,1.0,5.0,8.0
8501210,1.0,6.0,15.5
8501210,1.0,7.0,24.5
8501210,1.0,8.0,24.0
8501210,1.0,9.0,25.0
8501210,1.0,10.0,21.5
8501210,1.0,11.0,20.0
8501210,1.0,12.0,19.5
8501210,1.0,13.0,20.0
8501210,1.0,14.0,20.0
8501210,1.0,15.0,21.0
8501210,1.0,16.0,24.0
8501210,1.0,17.0,24.0
8501210,1.0,18.0,23.5
8501210,1.0,19.0,21.0
8501210,1.0,20.0,18.0
8501210,1.0,21.0,15.0
8501210,1.0,22.0,14.0
8501210,1.0,23.0,14.0
8501210,2.0,0.0,6.0
8501210,2.0,5.0,8.0
8501210,2.0,6.0,15.25
8501210,2.0,7.0,22.75
8501210,2.0,8.0,22.0
8501210,2.0,9.0,23.0
8501210,2.0,10.0,20.75
8501210,2.0,11.0,20.0
8501210,2.0,12.0,20.0
8501210,2.0,13.0,20.0
8501210,2.0,14.0,20.0
8501210,2.0,15.0,20.5
8501210,2.0,16.0,22.0
8501210,2.0,17.0,22.0
8501210,2.0,18.0,22.0
8501210,2.0,19.0,20.5
8501210,2.0,20.0,18.0
8501210,2.0,21.0,15.0
8501210,2.0,22.0,14.0
8501210,2.0,23.0,14.0
8501210,3.0,0.0,6.0
8501210,3.0,5.0,8.0
8501210,3.0,6.0,15.25
8501210,3.0,7.0,22.75
8501210,3.0,8.0,22.0
8501210,3.0,9.0,23.0
8501210,3.0,10.0,20.75
8501210,3.0,11.0,20.0
8501210,3.0,12.0,20.0
8501210,3.0,13.0,20.0
8501210,3.0,14.0,20.0
8501210,3.0,15.0,20.5
8501210,3.0,16.0,22.0
8501210,3.0,17.0,22.0
8501210,3.0,18.0,22.0
8501210,3.0,19.0,20.25
8501210,3.0,20.0,18.0
8501210,3.0,21.0,15.0
8501210,3.0,22.0,14.0
8501210,3.0,23.0,14.0
8501210,4.0,0.0,6.0
8501210,4.0,5.0,8.0
8501210,4.0,6.0,15.25
8501210,4.0,7.0,22.75
8501210,4.0,8.0,22.0
8501210,4.0,9.0,23.0
8501210,4.0,10.0,20.75
8501210,4.0,11.0,20.0
8501210,4.0,12.0,20.0
8501210,4.0,13.0,20.0
8501210,4.0,14.0,20.0
8501210,4.0,15.0,20.5
8501210,4.0,16.0,22.0
8501210,4.0,17.0,22.0
8501210,4.0,18.0,22.0
8501210,4.0,19.0,20.5
8501210,4.0,20.0,18.0
8501210,4.0,21.0,15.0
8501210,4.0,22.0,14.0
8501210,4.0,23.0,14.0
8501210,5.0,0.0,10.25
8501210,5.0,1.0,1.0
8501210,5.0,5.0,5.0
8501210,5.0,6.0,10.0
8501210,5.0,7.0,14.0
8501210,5.0,8.0,16.0
8501210,5.0,9.0,16.0
8501210,5.0,10.0,16.0
8501210,5.0,11.0,16.0
8501210,5.0,12.0,16.0
8501210,5.0,13.0,16.0
8501210,5.0,14.0,16.0
8501210,5.0,15.0,16.0
8501210,5.0,16.0,16.0
8501210,5.0,17.0,16.0
8501210,5.0,18.0,16.0
8501210,5.0,19.0,13.0
8501210,5.0,20.0,12.0
8501210,5.0,21.0,12.0
8501210,5.0,22.0,12.0
8501210,5.0,23.0,12.0
8501210,6.0,0.0,11.0
8501210,6.0,5.0,1.0
8501210,6.0,6.0,7.0
8501210,6.0,7.0,8.0
8501210,6.0,8.0,11.0
8501210,6.0,9.0,14.0
8501210,6.0,10.0,16.0
8501210,6.0,11.0,16.0
8501210,6.0,12.0,16.0
8501210,6.0,13.0,16.0
8501210,6.0,14.0,16.0
8501210,6.0,15.0,16.0
8501210,6.0,16.0,16.0
8501210,6.0,17.0,16.0
8501210,6.0,18.0,16.0
8501210,6.0,19.0,13.0
8501210,6.0,20.0,12.0
8501210,6.0,21.0,12.0
8501210,6.0,22.0,12.0
8501210,6.0,23.0,12.0
8501211,0.0,0.0,2.0
8501211,0.0,5.0,8.0
8501211,0.0,6.0,13.5
8501211,0.0,7.0,19.5
8501211,0.0,8.0,20.0
8501211,0.0,9.0,20.0
8501211,0.0,10.0,17.5
8501211,0.0,11.0,16.0
8501211,0.0,12.0,16.0
8501211,0.0,13.0,16.0
8501211,0.0,14.0,16.0
8501211,0.0,15.0,17.0
8501211,0.0,16.0,20.0
8501211,0.0,17.0,20.0
8501211,0.0,18.0,20.0
8501211,0.0,19.0,17.0
8501211,0.0,20.0,16.0
8501211,0.0,21.0,13.0
8501211,0.0,22.0,12.0
8501211,0.0,23.0,12.0
8501211,1.0,0.0,4.0
8501211,1.0,5.0,8.0
8501211,1.0,6.0,13.5
8501211,1.0,7.0,19.5
8501211,1.0,8.0,20.0
8501211,1.0,9.0,20.0
8501211,1.0,10.0,17.5
8501211,1.0,11.0,16.0
8501211,1.0,12.0,16.0
8501211,1.0,13.0,16.0
8501211,1.0,14.0,16.0
8501211,1.0,15.0,17.0
8501211,1.0,16.0,20.0
8501211,1.0,17.0,20.0
8501211,1.0,18.0,19.5
8501211,1.0,19.0,17.0
8501211,1.0,20.0,16.0
8501211,1.0,21.0,13.0
8501211,1.0,22.0,12.0
8501211,1.0,23.0,12.0
8501211,2.0,0.0,4.0
8501211,2.0,5.0,8.0
8501211,2.0,6.0,13.25
8501211,2.0,7.0,17.75
8501211,2.0,8.0,18.0
8501211,2.0,9.0,18.0
8501211,2.0,10.0,16.75
8501211,2.0,11.0,16.0
8501211,2.0,12.0,16.0
8501211,2.0,13.0,16.0
8501211,2.0,14.0,16.0
8501211,2.0,15.0,16.5
8501211,2.0,16.0,18.0
8501211,2.0,17.0,18.0
8501211,2.0,18.0,18.0
8501211,2.0,19.0,16.5
8501211,2.0,20.0,16.0
8501211,2.0,21.0,13.0
8501211,2.0,22.0,12.0
8501211,2.0,23.0,12.0
8501211,3.0,0.0,4.0
8501211,3.0,5.0,8.0
8501211,3.0,6.0,13.25
8501211,3.0,7.0,17.75
8501211,3.0,8.0,18.0
8501211,3.0,9.0,18.0
8501211,3.0,10.0,16.75
8501211,3.0,11.0,16.0
8501211,3.0,12.0,16.0
8501211,3.0,13.0,16.0
8501211,3.0,14.0,16.0
8501211,3.0,15.0,16.5
8501211,3.0,16.0,18.0
8501211,3.0,17.0,18.0
8501211,3.0,18.0,18.0
8501211,3.0,19.0,16.5
8501211,3.0,20.0,16.0
8501211,3.0,21.0,13.0
8501211,3.0,22.0,12.0
8501211,3.0,23.0,12.0
8501211,4.0,0.0,4.0
8501211,4.0,5.0,8.0
8501211,4.0,6.0,13.25
8501211,4.0,7.0,17.75
8501211,4.0,8.0,18.0
8501211,4.0,9.0,18.0
8501211,4.0,10.0,16.75
8501211,4.0,11.0,16.0
8501211,4.0,12.0,16.0
8501211,4.0,13.0,16.0
8501211,4.0,14.0,16.0
8501211,4.0,15.0,16.5
8501211,4.0,16.0,18.0
8501211,4.0,17.0,18.0
8501211,4.0,18.0,18.0
8501211,4.0,19.0,16.5
8501211,4.0,20.0,16.0
8501211,4.0,21.0,13.0
8501211,4.0,22.0,12.0
8501211,4.0,23.0,12.0
8501211,5.0,0.0,8.25
8501211,5.0,1.0,1.0
8501211,5.0,5.0,6.0
8501211,5.0,6.0,10.0
8501211,5.0,7.0,10.0
8501211,5.0,8.0,12.0
8501211,5.0,9.0,12.0
8501211,5.0,10.0,12.0
8501211,5.0,11.0,12.0
8501211,5.0,12.0,12.0
8501211,5.0,13.0,12.0
8501211,5.0,14.0,12.0
8501211,5.0,15.0,12.0
8501211,5.0,16.0,12.0
8501211,5.0,17.0,12.0
8501211,5.0,18.0,12.0
8501211,5.0,19.0,10.0
8501211,5.0,20.0,10.0
8501211,5.0,21.0,10.0
8501211,5.0,22.0,10.0
8501211,5.0,23.0,10.0
8501211,6.0,0.0,7.0
8501211,6.0,1.0,1.0
8501211,6.0,5.0,1.0
8501211,6.0,6.0,7.0
8501211,6.0,7.0,8.0
8501211,6.0,8.0,8.0
8501211,6.0,9.0,10.0
8501211,6.0,10.0,12.0
8501211,6.0,11.0,12.0
8501211,6.0,12.0,12.0
8501211,6.0,13.0,12.0
8501211,6.0,14.0,12.0
8501211,6.0,15.0,12.0
8501211,6.0,16.0,12.0
8501211,6.0,17.0,12.0
8501211,6.0,18.0,12.0
8501211,6.0,19.0,10.0
8501211,6.0,20.0,10.0
8501211,6.0,21.0,10.0
8501211,6.0,22.0,10.0
8501211,6.0,23.0,10.0
8501212,0.0,0.0,2.0
8501212,0.0,5.0,7.0
8501212,0.0,6.0,13.5
8501212,0.0,7.0,19.5
8501212,0.0,8.0,20.0
8501212,0.0,9.0,20.0
8501212,0.0,10.0,17.5
8501212,0.0,11.0,16.0
8501212,0.0,12.0,16.0
8501212,0.0,13.0,16.0
8501212,0.0,14.0,16.0
8501212,0.0,15.0,18.0
8501212,0.0,16.0,19.0
8501212,0.0,17.0,20.0
8501212,0.0,18.0,20.0
8501212,0.0,19.0,17.0
8501212,0.0,20.0,16.0
8501212,0.0,21.0,13.0
8501212,0.0,22.0,12.0
8501212,0.0,23.0,12.0
8501212,1.0,0.0,5.0
8501212,1.0,5.0,7.0
8501212,1.0,6.0,13.5
8501212,1.0,7.0,19.5
8501212,1.0,8.0,20.0
8501212,1.0,9.0,20.0
8501212,1.0,10.0,17.5
8501212,1.0,11.0,16.0
8501212,1.0,12.0,16.0
8501212,1.0,13.0,16.0
8501212,1.0,14.0,16.0
8501212,1.0,15.0,18.0
8501212,1.0,16.0,19.0
8501212,1.0,17.0,20.0
8501212,1.0,18.0,19.5
8501212,1.0,19.0,17.0
8501212,1.0,20.0,16.0
8501212,1.0,21.0,13.0
8501212,1.0,22.0,12.0
8501212,1.0,23.0,12.0
8501212,2.0,0.0,5.0
8501212,2.0,5.0,7.0
8501212,2.0,6.0,13.25
8501212,2.0,7.0,17.75
8501212,2.0,8.0,18.0
8501212,2.0,9.0,18.0
8501212,2.0,10.0,16.75
8501212,2.0,11.0,16.0
8501212,2.0,12.0,16.0
8501212,2.0,13.0,16.0
8501212,2.0,14.0,16.0
8501212,2.0,15.0,17.0
8501212,2.0,16.0,17.5
8501212,2.0,17.0,18.0
8501212,2.0,18.0,18.0
8501212,2.0,19.0,16.5
8501212,2.0,20.0,16.0
8501212,2.0,21.0,13.0
8501212,2.0,22.0,12.0
8501212,2.0,23.0,12.0
8501212,3.0,0.0,5.0
8501212,3.0,5.0,7.0
8501212,3.0,6.0,13.25
8501212,3.0,7.0,17.75
8501212,3.0,8.0,18.0
8501212,3.0,9.0,18.0
8501212,3.0,10.0,16.75
8501212,3.0,11.0,16.0
8501212,3.0,12.0,16.0
8501212,3.0,13.0,16.0
8501212,3.0,14.0,16.0
8501212,3.0,15.0,17.0
8501212,3.0,16.0,17.5
8501212,3.0,17.0,18.0
8501212,3.0,18.0,18.0
8501212,3.0,19.0,16.5
8501212,3.0,20.0,16.0
8501212,3.0,21.0,13.0
8501212,3.0,22.0,12.0
8501212,3.0,23.0,12.0
8501212,4.0,0.0,5.0
8501212,4.0,5.0,7.0
8501212,4.0,6.0,13.25
8501212,4.0,7.0,17.75
8501212,4.0,8.0,18.0
8501212,4.0,9.0,18.0
8501212,4.0,10.0,16.75
8501212,4.0,11.0,16.0
8501212,4.0,12.0,16.0
8501212,4.0,13.0,16.0
8501212,4.0,14.0,16.0
8501212,4.0,15.0,17.0
8501212,4.0,16.0,17.5
8501212,4.0,17.0,18.0
8501212,4.0,18.0,18.0
8501212,4.0,19.0,16.5
8501212,4.0,20.0,16.0
8501212,4.0,21.0,13.0
8501212,4.0,22.0,12.0
8501212,4.0,23.0,12.0
8501212,5.0,0.0,9.25
8501212,5.0,1.0,1.0
8501212,5.0,5.0,5.0
8501212,5.0,6.0,10.0
8501212,5.0,7.0,10.0
8501212,5.0,8.0,12.0
8501212,5.0,9.0,12.0
8501212,5.0,10.0,12.0
8501212,5.0,11.0,12.0
8501212,5.0,12.0,12.0
8501212,5.0,13.0,12.0
8501212,5.0,14.0,12.0
8501212,5.0,15.0,12.0
8501212,5.0,16.0,12.0
8501212,5.0,17.0,12.0
8501212,5.0,18.0,12.0
8501212,5.0,19.0,11.0
8501212,5.0,20.0,10.0
8501212,5.0,21.0,10.0
8501212,5.0,22.0,10.0
8501212,5.0,23.0,10.0
8501212,6.0,0.0,7.0
8501212,6.0,1.0,1.0
8501212,6.0,5.0,1.0
8501212,6.0,6.0,7.0
8501212,6.0,7.0,8.0
8501212,6.0,8.0,8.0
8501212,6.0,9.0,9.0
8501212,6.0,10.0,12.0
8501212,6.0,11.0,12.0
8501212,6.0,12.0,12.0
8501212,6.0,13.0,12.0
8501212,6.0,14.0,12.0
8501212,6.0,15.0,12.0
8501212,6.0,16.0,12.0
8501212,6.0,17.0,12.0
8501212,6.0,18.0,13.0
8501212,6.0,19.0,10.0
8501212,6.0,20.0,10.0
8501212,6.0,21.0,10.0
8501212,6.0,22.0,10.0
8501212,6.0,23.0,10.0
8501213,0.0,0.0,7.0
8501213,0.0,5.0,6.5
8501213,0.0,6.0,20.75
8501213,0.0,7.0,26.5
8501213,0.0,8.0,28.75
8501213,0.0,9.0,28.0
8501213,0.0,10.0,25.0
8501213,0.0,11.0,24.0
8501213,0.0,12.0,23.75
8501213,0.0,13.0,23.75
8501213,0.0,14.0,24.0
8501213,0.0,15.0,23.0
8501213,0.0,16.0,28.0
8501213,0.0,17.0,28.0
8501213,0.0,18.0,29.0
8501213,0.0,19.0,24.5
8501213,0.0,20.0,24.0
8501213,0.0,21.0,21.0
8501213,0.0,22.0,20.0
8501213,0.0,23.0,20.0
8501213,1.0,0.0,9.0
8501213,1.0,5.0,6.5
8501213,1.0,6.0,20.75
8501213,1.0,7.0,26.5
8501213,1.0,8.0,29.0
8501213,1.0,9.0,28.0
8501213,1.0,10.0,25.0
